"id","name","state","created_at","updated_at","short_name","tax_id","address1","address2","city","us_state","zipcode","country","notes","external_id","company_type","emails"
106,"APEX MARITIME CO., INC",0,2022-08-29 20:52:25.117,2022-08-29 20:52:25.117,KERRY APEX (SFO),"943112017","577 AIRPORT BOULEVARD, SUITE 800",,BURLINGAME,CA,"94010",US,"{}",,,{yuki.mui@kerryapex.com}
107,"Anji Weilai Furniture Co., LTD.",0,2022-08-30 07:19:46.921,2022-08-30 07:19:46.921,"Anji Weilai Furniture Co., LTD.","91330523MA2B4N3E9D","Shiguqiao Industrial Park, Xiaofeng Town, Anji County",,Huzhou,ZJ,"313301",CN,"{}",,,{leoyan@westlife-furniture.com}
108,"ZHUHAI SHENGCHANG ELECTRONICS CO.,LIMITED",0,2022-09-02 05:55:19.456,2022-09-02 05:55:19.456,"ZHUHAI SHENGCHANG ELECTRONICS CO.,LIMITED","91440400684486370W","Building 3, No.19, Yongtian Road, Xiangzhou District",,Zhuhai City,GD,"519070",CN,"{}",,,{oversea5@scpowe.net.cn}
109,test098,0,2022-09-06 10:10:21.400,2022-09-06 10:10:21.400,na,"009868888","320932 jake st",,san francisco,CA,"876765",US,"{}",,,{sean.omalley@yahoo.com}
110,Transworld Shipping USA Inc.,0,2022-09-12 17:50:58.562,2022-09-21 18:59:39.321,Transworld Shipping USA Inc.,"330452565","3748 Bayer Avenue",,Long Beach,CA,"90808",US,"{}","",,{charlie.sundberg@twship.com}
111,Veteran Building Maintenance & Supply Inc,0,2022-09-13 18:31:08.188,2022-09-13 18:31:08.188,Veteran Building Maintenance & Supply Inc,"834314821","1648 W Orange Grove Ave",,Pomona ,CA,"91768",US,"{}",,,{jose@vbm-clean.com}
112,West Coast Glass & Packaging Group LLC,0,2022-09-13 23:17:00.658,2022-09-13 23:17:00.658,West Coast Glass & Packaging Group,"862903948","3020 Bridgeway Suite 294",,Sausalito,CA,"94965",US,"{}",,,"{carson@wcgpgroup.com,jeff@wcgpgroup.com}"
113,"Zhongyi Lighting Technology Co., Ltd.",0,2022-09-20 16:17:57.550,2022-09-21 10:39:57.165,Manufacturing,"55946543","No.7-1, Zhongnan Road, Ligang Township",,PingtungCounty,"","90544",TW,"{}","",,{jye@jengyu.com.tw}
114,"Qinhuangdao Ruiquan glassware CO.,Ltd",0,2022-09-21 01:16:07.955,2022-09-21 01:16:07.955,Glass bottle,"91130302MA0FG0YR5C","zhuzhuang village, Duzhuang town, Haigang District, Qinhuangdao, Hebei Province",,Qinhuangdao,HE,"066000",CN,"{}",,,{zhanglh.kevin@foxmail.com}
115,"BestOcean Worldwide Logistics, Inc.",0,2022-09-22 23:04:51.031,2022-09-28 16:14:56.493,"BestOcean Worldwide Logistics, Inc.","272169825","4411 SCHAEFER AVE",,CHINO,CA,"91710",US,"{}","",,{gloria.liu@bestocean.com}
116,Jet-Speed Logistics (USA) LLC,0,2022-09-26 19:48:33.997,2022-09-26 19:48:33.997,Jet-Speed Logistics (USA) LLC,"364488171","900 N Arlington Heights Rd, Suite 150",,Itasca,IL,"60143",US,"{}",,,{margaret.walos@jetspeed-usa.com}
117,"Zhongshan HuiQing Trading CO., LTD",0,2022-09-28 01:02:11.248,2022-10-05 06:11:41.153,manufacturing and trading,"91442000MA7N7JEW1N","Block 3, Tong Mao Industnal Road ,Xiaolan , Zhongshan (B021 Xing Peng East zone Real Estate, Bldg 2,East zone Joint  Economic Association ,4th Factory Area , Xiao Lan Town),GD,China",,Zhongshan,"","528414",CN,"{}",,,{sales@promo-engineering.com}
118,POP Paddleboards Inc.,0,2022-09-28 17:16:08.125,2022-09-28 17:16:08.125,POP Paddleboards Inc.,"455574008","301 W Dyer Rd",,Santa Ana,CA,"92707",US,"{}",,,{nick@popboardco.com}
119,T4 Manufacturing LLC,0,2022-09-28 22:40:57.748,2022-09-28 22:40:57.748,T4 Manufacturing LLC,"813165130","140 Industrial Blvd.",,Sugar Land,TX,"77478",US,"{}",,,{hang@t4spa.com}
121,"O-I Packaging Solutions, LLC",0,2022-09-30 21:59:15.405,2022-10-03 22:57:34.302,O-I Packaging Solutions LLC,"471908658","5200 Tennyson Parkway, Suite 100",,Plano,TX,"75024",US,"{}",,,{leigh.slade@o-i.com}
122,sean biz,0,2022-10-03 07:44:11.347,2022-10-03 07:44:11.347,na,"234512345","2345 sdf",,kdlkd ,CO,"94111",US,"{}",,,{sean@bluextrade.com}
123,Best of Times LLC,0,2022-10-04 18:20:34.536,2022-10-04 18:20:34.536,Best of Times,"900579925","800 N. Twin Oaks Valley Road, Suite 101",,San Marcos,CA,"92069",US,"{}",,,{alex@bestoftimesusa.com}
124,"Sam's Trading, CO.",0,2022-10-06 20:53:46.947,2022-10-06 20:53:46.947,"Sam's Trading, CO.","954533329","1567 E ADAMS BLVD",,LOS ANGELES,CA,"90011",US,"{}",,,{samstrading0110@yahoo.com}
125,"Collegewood Apartments, Inc",0,2022-10-10 19:31:31.658,2022-10-10 19:31:31.658,"Collegewood Apartments, Inc","272890339","1955 COLLEGEWOOD DR",,MORRISTOWN,TN,"37813",US,"{}",,,{krenzerrhonda@gmail.com}
126,NP INTERNATIONAL LLC,0,2022-10-12 17:47:24.081,2022-10-12 17:47:24.081,K PACK,"813356494","2122 w flotilla street",,montebello,CA,"90640",US,"{}",,,{npinternationalllc@gmail.com}
127,Hansung USA LLC,0,2022-10-12 18:07:58.815,2022-10-12 18:07:58.815,Hansung USA LLC,"822065998","15375 Barranca Parkway",,Irvine,CA,"92618",US,"{}",,,{jadenchoi@hansungusa.com}
128,California Cane Sugar Inc,0,2022-10-12 19:48:40.435,2022-10-12 19:48:40.435,California cane sugar inc,"851219844","2701 S SANTA FE AVE",,Vernon,CA,"90058",US,"{}",,,{king@californiacanesugar.com}
129,"Chinabest Home Appliance Co., Ltd.",0,2022-10-13 05:39:56.595,2022-10-13 05:39:56.595,"Chinabest Home Appliance Co., Ltd.","91442000560848325W","No 2, Fuqing Yi Road, Henglan",,Zhongshan,GD,"528478",CN,"{}",,,{ken@chinabest.com.cn}
130,England Logistics,0,2022-10-13 13:12:22.414,2022-10-13 13:12:22.414,England Logistics,"870544734","1325 S 4700 W",,Salt Lake City ,UT,"84104",US,"{}",,,{javtrejo@englandlogistics.com}
131,SBU GROUP LP,0,2022-10-19 14:37:17.987,2022-10-19 14:37:17.987,APOLLO DISTRIBUTORS,"208752765","10510 ROCKLEY ROAD",,HOUSTON,TX,"77099",US,"{}",,,{apollodistributors@yahoo.com}
132,cabtop solutions inc,0,2022-10-21 18:13:53.478,2022-10-21 18:13:53.478,cabtop solutions inc,"842470552","6828 Stockport 78239",,San Antonio,TX,"78239",US,"{}",,,{cabtopinc@yahoo.com}
133,"CREATIVE PET GROUP,LLC",0,2022-10-24 17:42:32.110,2022-10-24 17:42:32.110,"CREATIVE PET GROUP,LLC","460734861","43 west 33rd room 603",,NEW YORK,NY,"10001",US,"{}",,,{joey@cambridgehg.com}
134,Test Vendor (DO NOT USE),0,2022-10-26 04:59:12.514,2022-10-26 04:59:12.514,Test Vendor (DO NOT USE),"123456780","123 Salt Street",,Arlington,TN,"38002",US,"{}",,,"{jason+testvendorach@bluextrade.com,service.quality+vendor@bluextrade.com}"
135,"Po Campo, LLC",0,2022-10-26 20:05:11.432,2022-10-26 20:05:11.432,Po Campo,"264062230","2785 Frederick Douglass Blvd.",,New York City,NY,"10039",US,"{}",,,{maria@pocampo.com}
136,"HONGKONG MARUSSIA LOGISTIC CO., LIMITED",0,2022-11-02 03:49:16.506,2022-11-02 03:49:16.506,"HONGKONG MARUSSIA LOGISTIC CO., LIMITED","63772715-000-09-22-1",FLAT 01C3 10/F  CARNIVAL COMMERCIAL BUILDING 18 JAVA ROAD,,North Point,"","00000",HK,"{}",,,{leslie@szhuogui.com}
137,"Worldwide Express Operations, LLC",0,2022-11-03 14:08:27.934,2022-11-03 14:08:27.934,"Worldwide Express Operations, LLC","463282246","2323 Victory Ave., Suite 1600",,Dallas,TX,"75219",US,"{}",,,{john.pressley@wwex.com}
138,"HANGZHOU SUNSHINE TEXTILE CO., LTD",0,2022-11-04 02:20:56.907,2024-05-09 06:29:09.501,"HANGZHOU SUNSHINE TEXTILE CO., LTD","91330108MA2H0FBT4A","Room B705,7/F,Building B,58 Qiuyi Road,Binjiang District",,Hangzhou,ZJ,"310052",CN,"{}","",,{nicole@cnrainy.com}
139,Standard Forwarding llc,0,2022-11-05 13:55:30.439,2022-11-05 13:55:30.439,Standard Forwarding llc,"271883111","2925 morton drive",,east moline,IL,"61244",US,"{}",,,{ecarlson072@gmail.com}
140,"Struktur Design Group, LLC",0,2022-11-05 18:42:52.760,2022-11-05 18:42:52.760,"Struktur Design Group, LLC","562677859","8001 west tidwell rd",,houston,TX,"77092",US,"{}",,,{timmymooree@consultant.com}
141,"TYCS LOGISTICS, INC.",0,2022-11-08 17:39:58.646,2022-11-10 04:02:15.422,Tycs Logistic,"320511613","16331 CARMENITA ROAD","",CERRITOS,CA,"90703",US,"{}","","",{acc.us@tycslogis.com}
142,sprague holding company llc,0,2022-11-11 10:21:26.072,2022-11-11 10:21:26.072,richard sprague,"114545033","121 shaw blvd",,fort myers,FL,"33905",US,"{}",,,{gsprague81@hotmail.com}
143,Maxton Shipping inc.,0,2022-11-14 12:56:55.207,2022-11-14 12:56:55.207,Maxton Shipping,"832199455","3555 Cincinnati Avenue",,Rocklin,CA,"95765",US,"{}",,,{tim@maxtonshipping.com}
144,Networks LLP,0,2022-11-14 13:30:08.424,2022-11-14 13:30:08.424,Carrier,"124124124124124",Княгинина 8,,Nur-sultan,,"010000",HK,"{}",,,{yerbakhyt@gmail.com}
145,"Bed of Nails, Inc.",0,2022-11-16 13:24:35.756,2022-11-16 13:24:35.756,"Bed of Nails, Acubliss","455465847","408 West Ortega Street",,Santa Barbara,CA,"93101",US,"{}",,,{breeze@bedofnails.org}
146,ClaysTest,0,2022-11-16 22:36:57.127,2022-11-16 22:36:57.127,Clay,"012345678","500 Folsom Street",,San Francisco,CA,"94105",US,"{}",,,{clayhstr11@gmail.com}
147,SYNERGY LINK CORP,0,2022-11-18 22:08:31.732,2022-11-18 22:08:31.732,SYNERGY LINK CORP,"203467365","12618 YUKON AVE",,HAWTHORNE,CA,"90250",US,"{}",,,{slcargo@hotmail.com}
148,"TUFFSTUFF FITNESS INT'L, INC",0,2022-11-21 23:09:25.542,2022-11-21 23:09:25.542,"TUFFSTUFF FITNESS INT'L, INC","330542199","13970 NORTON AVE",,CHINO,CA,"91710",US,"{}",,,"{jreese@tuffstufffitness.com,msilvano@tuffstufffitness.com}"
149,"NINGBO SCMO I&E CO.,LTD",0,2022-11-23 02:16:03.692,2022-11-23 02:16:03.692,"NINGBO SCMO I&E CO.,LTD","91330201MA2CHGTY05","1502, Ningshing building, 666 Jiangnan Road, Yinzhou district, Ningbo 315040, China.",,Ningbo,ZJ,"315040",CN,"{}",,,{sunny.ku@nehchina.com}
150,goldstar global logistic llc,0,2022-11-28 02:31:03.515,2022-11-28 02:31:03.515,goldstar global logistic llc,"274379956","99 W HAWTHORNE AVE, STE 302",,VALLEY STREAM,NY,"11580",US,"{}",,,{kunj@gglogistic.com}
151,Shenzhen Tosell Shipping Worldwide Limited,0,2022-12-01 09:34:17.592,2023-02-24 07:21:56.063,Shenzhen Tosell Shipping Worldwide Limited,"91440300MA5GUQ507A","ROOM 304, FLOOR 3, BUILDING 2, YUNLI INTELLIGENT PARK, NO.3, CHANGFA MIDDLE ROAD, YANGMEI COMMUNITY, BANTIAN STREET, LONGGANG DISTRICT, SHENZHEN CITY, GUANGDONG PROVINCE, 518000",,shenzhen,GD,"518000",CN,"{}","",,{changling@tosellshipping.com}
152,GAC Energy & Marine Services LLC,0,2022-12-05 21:46:30.679,2022-12-05 21:46:30.679,GAC North America Logistics,"272143944","16200 Central Green Blvd",,Houston,TX,"77032",US,"{}",,,{anita.abraham@gac.com}
153,SAVASY CORPORATION,0,2022-12-06 07:34:06.086,2022-12-07 07:33:25.275,SAVASY CORPORATION,"09422109","7th Floor, No. 62, Zhou Zi St., Neihu District, Taipei, Taiwan",,TAIPEI,"",TAIWAN,TW,"{}",,,{sales4@mbc-hardware.com}
154,"Exquis, Inc.",0,2022-12-07 22:17:53.539,2022-12-07 22:17:53.539,"Exquis, Inc.","273373624","10918 SAINT LOUIS DRIVE UNIT 1",,EL MONTE,CA,"91731",US,"{}",,,{contact@exquis.info}
155,Arcbest,0,2022-12-07 23:02:31.453,2022-12-07 23:02:31.453,Arcbest/Molo,"814388026","3801 Old Greenwood Road",,Fort Smith,AR,"72903",US,"{}",,,{pip@arcb.com}
156,Paper Solutions Inc,0,2022-12-09 22:35:21.501,2022-12-09 22:35:21.501,Paper Solutions Inc,"800462656","342  37th Street",,Brooklyn,NY,"11232",US,"{}",,,{paperssolutions@aol.com}
157,Schafermeyer Properties,0,2022-12-11 16:27:07.915,2022-12-11 16:27:07.915,Schafermeyer Properties,"851626639","211 spring Ave ",,Lutherville ,MD,"21093",US,"{}",,,{schafermeyerglass@gmail.com}
158,HNF Trading Inc,0,2022-12-12 09:02:46.781,2022-12-12 09:02:46.781,HNF Trading Inc,"882092013","1984 BLY RD",,EAST MEADOW,NY,"11554",US,"{}",,,{contact@hnftrading.com}
159,FFG LIMITED,0,2022-12-14 07:41:34.764,2022-12-14 07:41:34.764,FFG LIMITED,"33996951-000-10-20-4 (0)","27F MORRISON PLAZA, 5-9 MORRISON HILL ROAD",,"CAUSEWAY BAY, HONG KONG","",CAUSEWAY BAY,HK,"{}",,,{nicolas@ffg-limited.com}
160,"A SHIPPING, INC.",0,2022-12-16 00:00:17.166,2022-12-16 00:00:17.166,"A SHIPPING, INC.","272118567","430 S GARFIELD AVE, SUITE 403",,ALHAMBRA,CA,"91801",US,"{}",,,{young.lam@ashippingcorp.com}
161,Surfgistics LLC,0,2022-12-20 17:58:26.553,2022-12-20 17:58:26.553,Surfgistics Worldwide,"825446711","323 Sunny isles blvd.  Suite 744",,Sunny isles Beach fl 33154,FL,"33160",US,"{}",,,"{isaac@surfgistics.com,joe@surfgistics.com}"
162,GYMER CHIROPRACTIC CLINIC,0,2022-12-22 09:17:25.806,2022-12-22 09:17:25.806,GYMER CHIROPRACTIC CLINIC,"800975274","1230 E Columbia Ave",,Battle Creek,MI,"49014",US,"{}",,,{elainamontieracx46@gmail.com}
163,GRANT HAYWARD,0,2022-12-24 05:40:22.219,2022-12-24 05:40:22.219,GRANT HAYWARD,"921363814","2515 RAVINESIDE LN N",,HOWELL,MI,"48843",US,"{}",,,{amaliabennett28@gmail.com}
164,VS Athletics,0,2022-12-28 00:03:46.068,2022-12-28 00:03:46.068,VS Athletics,"770321878","1450 W 228th St, Suite 8",,Torrance,CA,"90501",US,"{}",,,{lynnette@vsathletics.com}
165,UNION PAPER CORPORATION,0,2022-12-29 02:59:26.798,2022-12-29 02:59:26.798,UNION PAPER CORPORATION,"04380087","NO.65,Ruinong,Linnei Township",,Yunlin County,"","64345",TW,"{}",,,{audi3268@upcpaper.com}
166,TRI-TRANSLINKS GLOBAL LIMITED,0,2023-01-03 03:49:51.415,2023-01-03 09:42:38.596,TRI-TRANSLINKS GLOBAL LIMITED,"7331025200008211","Rm 502C, 5 / F, Ho King Commercial Centre, 2-16 Fa Yuen Street, Mong Kok, Kowloon, Hong Kong",,Hong Kong,"","999077",HK,"{}",,,{info@ttlchn.com}
167,Savino Del Bene USA,0,2023-01-04 14:09:40.894,2023-01-09 17:58:33.471,Savino Del Bene USA,"113402863","34 Englehard Ave",,Avenel,NJ,"07001",US,"{}",,,{brian.leach@savinodelbene.com}
168,United Plant Growers Inc,0,2023-01-06 18:18:29.296,2023-01-06 18:18:29.296,United Plant Growers Inc,"330783952","1054 Mar Vista Dr",,Vista,CA,"92081",US,"{}",,,{marilu@unitedplantgrowers.com}
169,Grip Clean LLC,0,2023-01-10 17:58:50.717,2023-01-10 17:58:50.717,Grip Clean,"471622012","41615 Date St. Ste 108",,Murrieta,CA,"92562",US,"{}",,,{bryce@gripclean.com}
170,radar development llc,0,2023-01-10 23:28:18.660,2023-01-10 23:28:18.660,radar development llc,"301303436","1007 N ORANGE ST 4TH FL 340",,WILMINGTON ,DE,"19801",US,"{}",,,{rmorel@radardv.com}
171,"Kingsson Co., LTD",0,2023-01-16 05:45:50.470,2023-01-16 05:45:50.470,"Kingsson Co., LTD","69354409","No. 595, Sec. 2, Minyou Rd.,  Yangmei Dist.,  ",,Taoyuan City ,,"326004",TW,"{}",,,{bryan@ttcoating.com.tw}
172,A  L Footwear LLC,0,2023-01-20 00:10:27.229,2023-01-20 00:10:27.229,Lauren Lorraine,"900916732","7036 JUDI STREET",,DALLAS,TX,"75252",US,"{}",,,{av@laurenlorraine.com}
173,Inland Empire Professional Photographers And Videographers Inc,0,2023-01-26 12:05:39.462,2023-01-26 12:05:39.462,Inland Empire Professional Photographers And Videographers Inc,"330428688","370 W GRAND BLVD",,CORONA,MN,"92882",US,"{}",,,{christophercramirez@outlook.com}
174,"CHENGDU HONEST DEAL IMP & EXP TRADING CO.,LTD",0,2023-01-31 08:30:06.555,2023-01-31 08:30:06.555,"CHENGDU HONEST DEAL IMP & EXP TRADING CO.,LTD","91510100MA62MHGQ0W","NO.406, 4TH FLOOR ,TIANFU INNOVATION CENTER, SOUTH OF TIANFU AVENUE",,CHENGDU,SC,"610299",CN,"{}",,,{luyee@honestdeal.cn}
175,"LANDSCENE LOGISTICS CO.,LTD",0,2023-02-02 03:24:20.703,2023-02-02 03:24:20.703,"LANDSCENE LOGISTICS CO.,LTD","91310000MA1H3T5K5K","ROOM1507,285 JIANGUO WEST ROAD,XUHUI DISTRICT,SHANGHAI,CHINA",,SHANGHAI,SH,"200031",CN,"{}",,,{arline@landscenelogistics.com}
176,KWOK RUI INDUSTRIAL LIMITED,0,2023-02-02 05:04:36.750,2023-02-07 02:10:40.769,KWOK RUI INDUSTRIAL LIMITED,"05/60864399",UNIT04 7/F BRIGHT WAY TOWER 33 MONG KOK RD KL,,Kowloon,"","999077",HK,"{}",,,{martin@kwokrui.com}
177,PANDA LOGISTICS CHICAGO INC.,0,2023-02-03 20:11:11.637,2023-02-07 01:08:08.313,PANDA LOGISTICS CHICAGO INC.,"205941680","1325 Wiley Rd. Suite 166",,Schaumburg,IL,"60173",US,"{}",,,"{carolyn@pandalogusa.com,ccarrillo@pandalogusa.com,dorothyg@pandalogusa.com,eric@pandalogusa.com,ogo-chi@pandalogusa.com}"
178,Stufurhome LLC,0,2023-02-04 01:20:02.280,2023-02-04 01:20:02.280,Stufurhome,"272785560","1742 Sabre Street",,Hayward,CA,"94545",US,"{}",,,{derrickchen@stufurhome.com}
179,UNITED FAMILY TRADING CORP,0,2023-02-07 23:17:40.624,2023-02-07 23:17:40.624,Henry Ferrera,"113354839","220 grant street",,perth amboy,NJ,"08861",US,"{}",,,{morris@henryferrera.com}
180,"Xiamen Xinlongten Import & Export Co,.Ltd",0,2023-02-08 01:46:51.877,2023-02-08 01:46:51.877,厦门欣隆腾进出口有限公司,"913502060511538083",XIAMEN CHANGJIANG BUSSINESS 270 218 ROOM,,XIAMEN,FJ,"361000",CN,"{}",,,{janis@fjxlt.com}
181,"DONGYANG XIANGYI PAPER ARTICLES CO.,LTD",0,2023-02-08 03:53:11.806,2023-02-08 03:53:11.806,"DONGYANG XINGYI PAPER ARTICLES CO.,LTD","91330783MA2DEDQ18W","5F, Building 28 , vanyang Crowd Innovation Park (xiqu) Liushi ,Dongyang ,Zhejiang,China",,JINHUA,ZJ,"322104",CN,"{}",,,{leo@ywxypp.com}
182,Odd Automotive LLC,0,2023-02-08 22:10:00.856,2023-02-08 22:10:00.856,Odd Automotive,"000000000","6541 Mt Palomar Dr",,Buena Park,CA,"90620",US,"{}",,,{d.c@oddautomotive.com}
183,TLS TRANSPORTATION INC.,0,2023-02-08 23:38:37.934,2023-02-08 23:38:37.934,TLS TRANSPORTATION INC.,"208944548","41840 McAlby Ct., Unit A",,Murrieta,CA,"92562",US,"{}",,,{alicia@tlstransportation.com}
184,RuthSpecialFoodStoreLLC,0,2023-02-09 03:22:37.133,2023-02-09 03:22:37.133,Christ in you,"453043905","95 Washington Avenue ",,Belleville ,NJ,"07109",US,"{}",,,{9144chen@gmail.com}
217,BARRY E WALTER SR COMPANY,0,2023-02-13 23:31:18.564,2023-02-13 23:31:18.564,BARRY E WALTER SR COMPANY,"841328779","2550 East Platte Ave",,Fort Morgan,CO,"80701",US,"{}",,,{nathaniel@barrywalter.com}
218,Daimax Company Limited,0,2023-02-20 06:38:08.439,2023-02-20 06:38:08.439,Daimax Company Limited,"70744959","Room 401B, 4/F, Kingsford Industrial Centre,13 Wang Hoi Road",,"Kowloon Bay, Hong Kong","","00852",HK,"{}",,,{jacky.dong@126.com}
219,QX Logistix Llc.,0,2023-02-22 22:34:56.422,2023-02-22 22:34:56.422,QX Logistix Llc.,"834481759","5685 Alcoa Ave.",,Vernon,CA,"90058",US,"{}",,,{mark@qxlogistix.com}
220,Markai Inc.,0,2023-02-22 23:32:51.816,2023-02-22 23:32:51.816,Markai,"872418742","132 Spruce Ave",,Menlo Park,CA,"94025",US,"{}",,,{chenyu@markai-brands.com}
221,Tele Marketers Inc,0,2023-02-23 19:00:18.494,2023-02-23 19:00:18.494,Creative Concepts USA,"711036739","50 Harrison Street, Suite 112",,Hoboken,NJ,"07030",US,"{}",,,{vin.advani@creativeconceptsusa.com}
222,Heycart Inc.,0,2023-02-24 23:58:10.048,2023-02-24 23:58:10.048,Heycart Inc.,"821773445","2600 Michelson Drive STE1430",,Irvine,CA,"92612",US,"{}",,,"{aiden@heycart.com.dnd,jenny@heycart.com.dnd,tony@heycart.com.dnd}"
223,AMERICA CUSTOMS BROKERAGE INC,0,2023-02-27 18:27:31.890,2023-02-27 18:27:31.890,AMERICA CUSTOMS BROKERAGE INC,"811985918","15116 Don Julian Road",,City of Industry,CA,"91746",US,"{}",,,{desihandriyani@acbchb.com}
224,"Surpass Logistics Co.,Limited",0,2023-02-28 05:48:30.978,2023-03-02 06:22:54.200,"Surpass Logistics Co.,Limited","91440300067980971Q",golden port yantian street prosperous time in Minneapolis 6 building 15c,,"Yantian District, Shenzhen",GD,"518083",CN,"{}",,,{cary@surpasscs.com}
225,"GUANGZHOU NEW YORK GROUP CO.,LTD",0,2023-02-28 10:51:12.219,2023-03-06 03:57:50.306,"GUANGZHOU NEW YORK GROUP CO.,LTD","91440101MA59F4XL92","NO.571,XICHA ROAD,GUANGZHOU,CHINA",,GUANGZHOU,GD,"510407",CN,"{}",,,{miffy@nextstepgroup.com.cn}
226,MORO FREIGHT INTERNATIONAL INC,0,2023-02-28 17:35:04.711,2023-02-28 17:35:04.711,MORO FREIGHT INTERNATIONAL INC,"833315101","1879 Lundy Ave Ste 263",,San Jose,CA,"95131",US,"{}",,,{joy@morofreight.com}
227,"Portable Storage of MN, Inc.",0,2023-02-28 17:56:58.880,2023-02-28 17:56:58.880,Big Blue Boxes,"412013791","565 1st Street SW",,New Brighton,MN,"55112",US,"{}",,,{andrew@bigblueboxes.com}
228,CREATIVE CONCEPTS MANUFACTURING LIMITED,0,2023-03-01 08:28:42.088,2023-03-01 08:28:42.088,CREATIVE CONCEPTS MANUFACTURING LIMITED,"05-58773336","F2, 3/F, Hang Fung Industrial Building Phase 2, 2G Hok Yuen Street",,"Hung Hom, Kowloon","","00000",HK,"{}",,,{rajiv.kumar@creativeconceptsmfg.net}
229,"Universal Intermodal Services, Inc.",0,2023-03-01 16:47:01.141,2023-03-01 16:47:01.141,Universal,"383063192","12755 E 9 Mile Rd",,Warren,"","48089",US,"{}",,,"{azar@goutsi.com,customeronboarding@goutsi.com}"
230,EWI INC,0,2023-03-02 19:51:56.462,2023-03-02 19:51:56.462,EWI INC,"943203060","13030 ALONDRA BLVD SUITE 102",,Cerritos,CA,"90703",US,"{}",,,{cynthia@ewiinc.com}
231,SEAMAN PAPER COMPANY OF MASSACHUSETTS INC,0,2023-03-03 20:11:50.902,2023-03-03 20:11:50.902,SEAMAN PAPER COMPANY INC,"042184201","35 WILKINS RD",,GARDNER,MA,"01440",US,"{}",,,{hollie.richard@seamanpaper.com}
232,EVANGEL SHIPPING INC,0,2023-03-03 23:08:46.414,2023-03-03 23:08:46.414,EVANGEL SHIPPING INC,"208956458","2817 E Cedar St Ste 100",,ONTARIO,CA,"91761",US,"{}",,,{acct01@evangelshipping.com}
233,JLC Boba Inc,0,2023-03-07 08:37:08.772,2023-03-07 08:37:08.772,JLC Boba Inc,"842820017","1191 Magnolia ave Suite D",,Corona ,CA,"92879",US,"{}",,,{lethuy4628@gmail.com}
234,Astus co,0,2023-03-08 19:25:34.124,2023-03-08 19:25:34.124,Astus co,"264105235","212 Geymer dr",,Mahopac,NY,"10541",US,"{}",,,{dgristin@gmail.com}
235,"Echo Global Logistics, Inc.",0,2023-03-08 20:09:24.193,2023-03-08 20:09:24.193,"Echo Global Logistics, Inc.","205001120","611 Commerce Street",,Nashville,TN,"37203",US,"{}",,,{tyler.buchanan@echo.com}
236,Global Pro Logistics Inc.,0,2023-03-13 17:32:35.842,2023-03-13 17:32:35.842,Global Pro Logistics Inc.,"454470081","3838 Carson St. #330",,Torrance,CA,"90503",US,"{}",,,{emily-lax@shipgpl.net}
237,Sherrys Supply Chain Finance and Management Inc,0,2023-03-14 20:05:05.728,2023-03-15 14:45:18.559,Sherrys Supply Chain Finance and Management Inc,"475294385","11615 US Highway 70 Suite 108B #107",,Arlington,TN,"38002",US,"{}",,,{kimberly.blakey@sherrysgroup.com}
238,CASABLANCA JOINT STOCK COMPANY,0,2023-03-15 03:06:52.375,2023-03-15 03:06:52.375,CASABLANCA JOINT STOCK COMPANY,"2400488642","NON SAO INDUSTRIAL ZONE, TAN MOI, TAN DINH, LANG GIANG DISTRICT",,BAC GIANG,"54","26600",VN,"{}",,,{bag18@mih.vn}
239,THE ANDREW BARRIE COLLECTION,0,2023-03-15 12:58:20.374,2023-03-15 12:58:20.374,POW WOW PRODUCTS,"204561329","33 SW 2ND AVE, PH1A",,MIAMI,FL,"33130",US,"{}",,,{monique@powwowproducts.us}
240,CYBER TRADING USA CORP.,0,2023-03-16 02:26:14.229,2023-03-16 02:26:14.229,CYBER TRADING USA CORP.,"205568684","2251 East 13th Street",,Brooklyn,NY,"11229",US,"{}",,,{klam985@gmail.com}
241,"Laufer Group International, Ltd.",0,2023-03-16 16:27:00.872,2023-03-16 16:27:00.872,"Laufer Group International, Ltd.","134121879","20 Vesey Street, 6th Floor",,New York,NY,"10007",US,"{}",,,{jkneafsey@laufer.com}
242,TITANIO TRAVELGOODS GROUP LLC,0,2023-03-17 14:37:44.257,2023-03-17 14:37:44.257,TITANIO TRAVELGOODS GROUP LLC,"862432460","7950 NW 53rd St., Suite 221 ",,Miami,FL,"33166",US,"{}",,,"{harry.s@titaniotech.com,ibrahim.b@titaniotech.com,jessica@titaniotech.com}"
243,TINKER PRODUCTS LLC,0,2023-03-17 16:07:40.842,2023-03-17 16:07:40.842,TINKER,"472308462","160 Alamo Plaza Unit 177",,Alamo,CA,"94507",US,"{}",,,{joe@tinkerprograms.com}
244,DF International Group Inc,0,2023-03-20 21:34:50.807,2023-03-20 21:34:50.807,DF International Group Inc,"841671880","1158 Croton Ct",,Weston,FL,"33327",US,"{}",,,{diego@dfintgroup.com}
245,Guangzhou lvzhou bag co.ltd,0,2023-03-20 22:47:51.363,2023-03-21 03:21:46.639,Guangzhou lvzhou bag co.ltd,"91440101MA59TBB884","5/F 6th Building, No23 of Zhenxing North Road, Shiling Town",,"Huadu District, Guangzhou",GD,"510850",CN,"{}",,,{davidmountain@126.com}
